subject,activity,dataset,set,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10
uci_subject_19,lying,UCI_HAR,train,0.26931501,-0.017068968,-0.10890096,-0.95511452,-0.97564416,-0.98563556,-0.95534189,-0.9810291,-0.98611646,-0.90279045
uci_subject_19,lying,UCI_HAR,train,0.31811254,-0.013462958,-0.10588427,-0.94981747,-0.98782643,-0.9801737,-0.9526946,-0.98852739,-0.98120282,-0.87353698
uci_subject_19,lying,UCI_HAR,train,0.51683994,0.0034079157,-0.1126922,-0.8631751,-0.94445579,-0.97831946,-0.85840739,-0.94257279,-0.98011199,-0.77246215
uci_subject_19,lying,UCI_HAR,train,0.52828039,0.01385747,-0.13099538,-0.82784701,-0.93404347,-0.97200107,-0.82742486,-0.94049185,-0.97308538,-0.77246215
uci_subject_19,lying,UCI_HAR,train,0.23265681,-0.0067317923,-0.12946292,-0.86104572,-0.92977176,-0.97144361,-0.87618082,-0.93510313,-0.97361393,-0.79822798
uci_subject_19,lying,UCI_HAR,train,0.19959107,-0.020391123,-0.11257235,-0.94724256,-0.97700204,-0.9855092,-0.9486172,-0.97973145,-0.98467549,-0.92544805
uci_subject_19,lying,UCI_HAR,train,0.17738195,-0.019659705,-0.11501252,-0.93829937,-0.97943757,-0.98623764,-0.93419065,-0.98448381,-0.98663785,-0.92544805
uci_subject_19,lying,UCI_HAR,train,0.13587336,-0.020675373,-0.11664399,-0.96052624,-0.95513416,-0.9858183,-0.96311541,-0.97133752,-0.98826147,-0.94628878
uci_subject_19,lying,UCI_HAR,train,0.21742437,-0.022699975,-0.1064529,-0.97558455,-0.95024826,-0.98310959,-0.97692869,-0.96747456,-0.9850126,-0.94327191
uci_subject_19,lying,UCI_HAR,train,0.27464492,-0.019675009,-0.10468907,-0.97417206,-0.97636356,-0.99164034,-0.97468894,-0.9827778,-0.99302211,-0.9193635
uci_subject_19,lying,UCI_HAR,train,0.27785117,-0.016397777,-0.1134647,-0.97378713,-0.9812092,-0.99120266,-0.97431872,-0.9889129,-0.99402775,-0.9193635
uci_subject_19,walking,UCI_HAR,train,0.30859045,-0.0038072035,-0.16874397,-0.14889659,0.1462356,-0.15563669,-0.24770743,0.1973649,-0.11523497,0.45047681
uci_subject_19,walking,UCI_HAR,train,0.26854936,-0.043911989,-0.171586,-0.0025217168,0.31921024,-0.086625487,-0.10183452,0.31909571,-0.1038089,0.45047681
uci_subject_19,walking,UCI_HAR,train,0.25393035,0.0059990644,-0.14486164,0.02159228,0.31175332,-0.0059963569,-0.043990279,0.31731131,-0.032742855,0.28403442
uci_subject_19,walking,UCI_HAR,train,0.2918134,-0.0084558941,-0.11001084,0.025531368,0.22462497,0.0065852099,-0.034021703,0.21614469,-0.020033541,0.28403442
uci_subject_19,walking,UCI_HAR,train,0.19500452,-0.053898232,-0.12807742,0.076389162,0.2298489,0.14762902,-0.0065305554,0.20929331,0.087507022,0.57607924
uci_subject_19,walking,UCI_HAR,train,0.28002498,-0.0069881015,-0.1728335,0.085361415,0.27701124,0.078301548,-0.020569941,0.27454867,0.035635546,0.57607924
uci_subject_19,walking,UCI_HAR,train,0.32016941,0.031163892,-0.14241502,-0.0088106419,0.26587547,-0.023309803,-0.092954874,0.27647748,-0.061227359,0.29214594
uci_subject_19,walking,UCI_HAR,train,0.2959585,-0.014700604,-0.1134236,0.00050308729,0.25495907,0.023164148,-0.099513872,0.25162994,-0.05813586,0.40847985
uci_subject_19,walking,UCI_HAR,train,0.20770911,-0.068412241,-0.075489372,0.021890365,0.2477103,-0.0062505945,-0.097746242,0.24108953,-0.05507564,0.5273013
uci_subject_19,walking,UCI_HAR,train,0.27384685,-0.031459083,-0.062369767,-0.04123171,0.23550764,-0.083117167,-0.11978938,0.27843678,-0.1199571,0.5273013
uci_subject_19,walking,UCI_HAR,train,0.35738365,0.022127664,-0.11089737,-0.10530292,0.16951745,-0.10212895,-0.15171957,0.21303339,-0.11376379,0.28946708
uci_subject_19,walking,UCI_HAR,train,0.32810464,-0.014384216,-0.12415395,-0.037010518,0.12493327,0.0061209573,-0.129117,0.092839256,-0.041481542,0.45746677
uci_subject_19,walking,UCI_HAR,train,0.20065947,-0.086655152,-0.17002379,0.061021074,0.28941724,0.18607321,-0.11406849,0.21044098,0.1018539,0.51861804
uci_subject_19,walking,UCI_HAR,train,0.19065763,-0.065910831,-0.26474542,-0.054216297,0.27450225,-0.067523029,-0.12579373,0.22940339,-0.11277549,0.14662362
uci_subject_19,walking,UCI_HAR,train,0.27521595,-0.01202126,-0.178247,0.045223868,0.33324266,0.077767433,-0.019621235,0.37005648,0.031982109,0.25377097
uci_subject_19,walking,UCI_HAR,train,0.3320046,-0.0010420956,-0.068611867,0.14833673,0.12964163,0.058610351,0.088787948,0.12982268,0.028167362,0.39322841
uci_subject_19,walking,UCI_HAR,train,0.18690031,-0.043470391,-0.040127246,0.13403361,0.077993253,-0.090763468,0.069756586,0.071408532,-0.11387397,0.39322841
uci_subject_19,walking,UCI_HAR,train,0.29763612,-0.03274936,-0.11912104,0.094034207,0.19413674,-0.12003016,0.029069947,0.23891147,-0.15109319,0.41169136
uci_subject_19,walking,UCI_HAR,train,0.23433184,0.023597606,-0.12093386,0.1262105,0.19465349,-0.069488276,0.057847743,0.22339259,-0.12084661,0.42814826
uci_subject_19,walking,UCI_HAR,train,0.29724095,-0.024820749,-0.12069288,0.18029286,0.19114617,0.10267249,0.084838392,0.215719,0.0043004181,0.61664269
uci_subject_19,walking,UCI_HAR,train,0.2928987,-0.036094763,-0.13468805,0.10676282,0.29595029,0.15351594,0.011155119,0.35446016,0.042886004,0.61664269
uci_subject_19,walking,UCI_HAR,train,0.31533971,-0.018329926,-0.11048054,-0.026592854,0.30793073,0.051176798,-0.065129839,0.35703536,-0.030254843,0.39125396
uci_subject_19,walking,UCI_HAR,train,0.27370752,-0.0010855579,-0.047841736,-0.07135155,0.20803064,0.11590798,-0.09484301,0.21236632,0.02359695,0.28443129
uci_subject_19,walking,UCI_HAR,train,0.21013738,-0.031197367,-0.058838877,-0.019117294,0.22269613,0.14454903,-0.073970332,0.23276264,0.059675103,0.42877163
uci_subject_19,walking,UCI_HAR,train,0.33544145,0.0083722748,-0.13780241,-0.077915941,0.27026239,-0.037174184,-0.1632246,0.296005,-0.062471764,0.42877163
uci_subject_19,climbing_down,UCI_HAR,train,0.16067755,-0.074157221,-0.22689023,0.75180308,0.50631057,0.47621793,0.73703181,0.51908501,0.35518128,0.74089137
uci_subject_19,climbing_down,UCI_HAR,train,0.32622299,-0.030332861,-0.19215499,0.73270367,0.47336791,0.46516019,0.74391844,0.41803576,0.29936198,0.74089137
uci_subject_19,climbing_down,UCI_HAR,train,0.30999791,0.041904459,-0.10595442,0.65778503,0.56295229,0.39894311,0.63466367,0.46484834,0.26134662,0.64697021
uci_subject_19,climbing_down,UCI_HAR,train,0.42836764,-0.0037555085,-7.1944778e-05,0.51727437,0.49605765,0.14924625,0.46582261,0.4595439,0.077524389,0.63679416
uci_subject_19,climbing_down,UCI_HAR,train,0.29422778,-0.043342399,-0.075600397,0.61704945,0.47801308,0.29953476,0.60414981,0.4339637,0.1800433,0.56832329
uci_subject_19,climbing_down,UCI_HAR,train,0.050852588,6.817593e-05,-0.15071803,0.70960809,0.39178111,0.29178537,0.71783623,0.35479401,0.23575542,0.6427206
uci_subject_19,climbing_down,UCI_HAR,train,0.028501893,-0.012143784,-0.097018245,0.79342194,0.91623796,0.73013334,0.76145136,0.86595642,0.68140427,0.68343739
uci_subject_19,climbing_down,UCI_HAR,train,0.41886763,-1.1426901e-05,-0.10350341,0.87694158,0.72960894,0.55164753,0.85282172,0.64481133,0.54256707,0.907994
uci_subject_19,climbing_down,UCI_HAR,train,0.61759696,-0.0081012616,-0.065791166,0.78667455,0.41928783,0.38865208,0.78032606,0.37715039,0.36884794,0.907994
uci_subject_19,climbing_down,UCI_HAR,train,0.25036321,-0.025678782,-0.20857527,0.65910032,0.54698746,0.33673853,0.63996754,0.49042421,0.26866533,0.70139712
uci_subject_19,climbing_down,UCI_HAR,train,-0.16108761,-0.028159984,-0.20993064,0.81710448,0.87303705,0.12739001,0.73456595,0.84569547,0.11183723,0.80319182
uci_subject_19,climbing_down,UCI_HAR,train,0.11418006,-0.042242993,-0.11816665,1.0,0.75392773,0.21730473,1.0,0.72261666,0.17995705,1.0
uci_subject_19,climbing_up,UCI_HAR,train,0.16123973,-0.17610724,-0.27341535,-0.063224681,0.24073414,0.014430924,-0.1467361,0.26395554,0.03428013,0.19155102
uci_subject_19,climbing_up,UCI_HAR,train,0.19410573,-0.036201605,-0.23320297,-0.16990517,0.2401064,-0.15259253,-0.21424553,0.24915604,-0.15878658,0.052084141
uci_subject_19,climbing_up,UCI_HAR,train,0.26876562,0.038086915,-0.15623737,-0.089472984,0.23214886,-0.13689349,-0.14812555,0.30844601,-0.17366028,0.19890879
uci_subject_19,climbing_up,UCI_HAR,train,0.25035183,0.021460783,-0.097589799,-0.084112851,0.1414883,-0.037916195,-0.14987519,0.1744992,-0.086870583,0.19890879
uci_subject_19,climbing_up,UCI_HAR,train,0.28084332,-0.054691843,-0.055593499,-0.092347991,0.10824925,-0.035079829,-0.15151289,0.12503159,-0.098871992,0.14034177
uci_subject_19,climbing_up,UCI_HAR,train,0.23148813,-0.06630482,-0.15950846,-0.09250528,0.14693099,-0.1221826,-0.13841091,0.16955776,-0.1385298,0.14034177
uci_subject_19,climbing_up,UCI_HAR,train,0.28777302,-0.0097758925,-0.19140624,-0.095511958,0.12690587,-0.19995817,-0.11409371,0.13860601,-0.23394015,-0.082918727
uci_subject_19,climbing_up,UCI_HAR,train,0.027627558,-0.074289259,-0.40329,-0.15255355,0.24086031,-0.0086197626,-0.19545075,0.27107712,-0.021340383,-0.19802102
uci_subject_19,climbing_up,UCI_HAR,train,0.098749385,-0.025902008,-0.16973775,-0.11204518,0.47518943,-0.035735286,-0.14054567,0.4969604,-0.052888805,-0.11376226
uci_subject_19,climbing_up,UCI_HAR,train,0.27263922,-0.024077799,-0.13912655,-0.19726258,0.38356677,-0.098058092,-0.26270803,0.35431053,-0.16968255,-0.11376226
uci_subject_19,climbing_up,UCI_HAR,train,0.3300863,0.02040625,-0.12055456,-0.28017821,0.16953523,-0.053234551,-0.3285352,0.13342167,-0.12438049,-0.20248258
uci_subject_19,climbing_up,UCI_HAR,train,0.29852599,-0.040610673,-0.049418191,-0.3424895,0.096343118,-0.19175715,-0.38704294,0.085957935,-0.2391303,-0.16357088
uci_subject_19,climbing_up,UCI_HAR,train,0.27581696,-0.025874154,-0.067314055,-0.2943079,-0.012420435,-0.34604922,-0.347847,0.011277953,-0.35306517,-0.1586971
uci_subject_19,climbing_down,UCI_HAR,train,0.30132387,0.017549395,-0.18387026,0.64680853,0.60640135,0.34726914,0.64455123,0.60245769,0.18201143,0.75789214
uci_subject_19,climbing_down,UCI_HAR,train,0.43343359,-0.02078636,-0.23027233,0.63877632,0.63331325,0.47035387,0.6405596,0.67496184,0.29197568,0.75789214
uci_subject_19,climbing_down,UCI_HAR,train,0.33407424,-0.013998531,-0.075120774,0.64737237,0.53344816,0.48560869,0.65524706,0.52502031,0.40180263,0.58240907
uci_subject_19,climbing_down,UCI_HAR,train,0.026059171,0.0055292694,-0.026418627,0.64022687,0.4456385,0.37652885,0.62118129,0.38974132,0.37536373,0.58717819
uci_subject_19,climbing_down,UCI_HAR,train,0.14993721,-0.039079257,-0.13896004,0.66037449,0.51285096,0.37564179,0.66475586,0.49720685,0.40386045,0.58717819
uci_subject_19,climbing_down,UCI_HAR,train,0.44015435,0.022606349,-0.22299543,0.85331715,0.51456467,0.29557971,0.87685903,0.54557436,0.29101022,0.7485743
uci_subject_19,climbing_up,UCI_HAR,train,-0.061041328,-0.10820038,-0.30973836,-0.16430662,0.42093358,0.090733989,-0.22528099,0.38256019,0.075228108,-0.069397036
uci_subject_19,climbing_up,UCI_HAR,train,0.27079606,-0.071838538,-0.14873444,-0.012733528,0.62116221,0.041139811,-0.066033063,0.5276432,0.10307074,0.027325061
uci_subject_19,climbing_up,UCI_HAR,train,0.26475951,0.073728571,-0.15625581,-0.048575318,0.37516143,0.12312102,-0.087600688,0.2322161,0.14416841,0.027325061
uci_subject_19,climbing_up,UCI_HAR,train,0.32620676,0.022006746,-0.085765954,-0.20926837,0.1932604,0.10261844,-0.2400544,0.20726689,0.083564826,-0.049813485
uci_subject_19,climbing_up,UCI_HAR,train,0.28365669,-0.050852842,-0.085282001,-0.19090972,0.13730224,0.0051255933,-0.23911356,0.14050238,0.02660476,-0.049813485
uci_subject_19,climbing_up,UCI_HAR,train,0.24672607,-0.042758843,-0.22428755,-0.15910187,0.049869852,0.028704372,-0.21802175,0.029715058,0.070739707,-0.1255687
uci_subject_21,standing,UCI_HAR,train,0.24534993,-0.025551293,-0.2339708,-0.84716936,-0.80518094,-0.71755421,-0.89305438,-0.82162183,-0.69236313,-0.84849666
uci_subject_21,standing,UCI_HAR,train,0.31939599,-0.0094608597,-0.13456051,-0.96705593,-0.92718213,-0.7564314,-0.97194827,-0.9306427,-0.74179326,-0.88452068
uci_subject_21,standing,UCI_HAR,train,0.28037836,-0.009428815,-0.078622925,-0.95428853,-0.81776139,-0.87592012,-0.96372154,-0.84433527,-0.87508207,-0.88984997
uci_subject_21,standing,UCI_HAR,train,0.27718603,-0.021057287,-0.088044889,-0.9524018,-0.77523724,-0.86040189,-0.96239872,-0.79955768,-0.85508707,-0.88984997
uci_subject_21,standing,UCI_HAR,train,0.28547299,-0.024407872,-0.086753491,-0.97888049,-0.86641655,-0.91060438,-0.98432167,-0.88210385,-0.91284835,-0.90361865
uci_subject_21,standing,UCI_HAR,train,0.286482,-0.0041988449,-0.11614563,-0.97844679,-0.95164716,-0.96197002,-0.98470952,-0.96181954,-0.96428783,-0.91297275
uci_subject_21,standing,UCI_HAR,train,0.28078889,-0.01103799,-0.11563613,-0.97903932,-0.95226595,-0.96371129,-0.98603178,-0.96020443,-0.96832935,-0.91297275
uci_subject_21,standing,UCI_HAR,train,0.28190428,-0.014107239,-0.10835256,-0.99493575,-0.98491517,-0.98629748,-0.99571541,-0.98428528,-0.98809831,-0.93834768
uci_subject_21,standing,UCI_HAR,train,0.27642564,-0.01753836,-0.11238658,-0.99568425,-0.98668412,-0.98593594,-0.99586544,-0.98549767,-0.98619201,-0.93923014
uci_subject_21,standing,UCI_HAR,train,0.27564946,-0.019238484,-0.11211602,-0.99638789,-0.99327662,-0.9883252,-0.99620655,-0.99312953,-0.98771554,-0.94224533
uci_subject_21,standing,UCI_HAR,train,0.27745004,-0.018281827,-0.10997438,-0.99723404,-0.99164979,-0.99158181,-0.99735307,-0.99048753,-0.99200434,-0.94224533
uci_subject_21,standing,UCI_HAR,train,0.27783733,-0.015504232,-0.10947901,-0.99589361,-0.98859216,-0.99361624,-0.99641383,-0.98670024,-0.99345179,-0.93725401
uci_subject_21,standing,UCI_HAR,train,0.2822938,-0.012231352,-0.099560673,-0.99683471,-0.98795451,-0.99335185,-0.99715312,-0.9863027,-0.99262373,-0.93725401
uci_subject_21,standing,UCI_HAR,train,0.28081299,-0.015689538,-0.10457931,-0.99538593,-0.98197164,-0.97779596,-0.99606557,-0.98210982,-0.97715383,-0.93666521
uci_subject_21,standing,UCI_HAR,train,0.27409226,-0.019964921,-0.10781911,-0.99300104,-0.98427943,-0.97163655,-0.99408685,-0.98367388,-0.96892652,-0.93666521
uci_subject_21,standing,UCI_HAR,train,0.27634338,-0.018521952,-0.10673847,-0.99361189,-0.98645764,-0.97789579,-0.99437951,-0.98519422,-0.97654187,-0.93751426
uci_subject_21,standing,UCI_HAR,train,0.27769703,-0.018802663,-0.11550335,-0.99513368,-0.99084583,-0.98698166,-0.99559395,-0.98963136,-0.98713184,-0.93751426
uci_subject_21,standing,UCI_HAR,train,0.27465811,-0.017775628,-0.11129778,-0.99697642,-0.99010445,-0.98869907,-0.99715035,-0.98952021,-0.98928338,-0.94512482
uci_subject_21,standing,UCI_HAR,train,0.27867168,-0.015929951,-0.10511438,-0.99742552,-0.99244577,-0.99436719,-0.99740329,-0.99227922,-0.99377155,-0.94256036
uci_subject_21,standing,UCI_HAR,train,0.27892199,-0.017360982,-0.10620677,-0.99746102,-0.99219735,-0.99032863,-0.99745481,-0.99120713,-0.98921931,-0.94256036
uci_subject_21,standing,UCI_HAR,train,0.27637784,-0.016318879,-0.10968295,-0.99720835,-0.99102739,-0.98683086,-0.99735706,-0.99044671,-0.98665595,-0.94279859
uci_subject_21,standing,UCI_HAR,train,0.27687772,-0.015260969,-0.1066986,-0.99476673,-0.98368159,-0.98235887,-0.99521363,-0.98438429,-0.98257012,-0.94076488
uci_subject_21,standing,UCI_HAR,train,0.27762417,-0.02028664,-0.10173545,-0.99466726,-0.97753779,-0.98501138,-0.99514236,-0.97745303,-0.98362928,-0.94076488
uci_subject_21,standing,UCI_HAR,train,0.27426024,0.0075014704,-0.16250148,-0.98128115,-0.91049133,-0.88462951,-0.98752315,-0.90481149,-0.87417471,-0.88844882
uci_subject_21,standing,UCI_HAR,train,0.27534175,-0.016083722,-0.10617457,-0.99409847,-0.96924717,-0.96252938,-0.99453014,-0.97330113,-0.96601672,-0.93986203
uci_subject_21,standing,UCI_HAR,train,0.26632721,-0.024987021,-0.12692275,-0.98951334,-0.96614465,-0.9656764,-0.99005004,-0.96699209,-0.96224142,-0.93986203
uci_subject_21,standing,UCI_HAR,train,0.24198018,-0.037434476,-0.15498647,-0.98776269,-0.96021439,-0.97108273,-0.98870821,-0.96355389,-0.96901518,-0.94433499
uci_subject_21,standing,UCI_HAR,train,0.27027422,-0.020274249,-0.11958776,-0.97364512,-0.91832838,-0.92174147,-0.972963,-0.91079769,-0.91434533,-0.92567599
uci_subject_21,standing,UCI_HAR,train,0.28084886,-0.017758885,-0.094480725,-0.97314384,-0.89849448,-0.94059517,-0.97323384,-0.89233199,-0.93615908,-0.92567599
uci_subject_21,standing,UCI_HAR,train,0.27029043,-0.029851031,-0.093730876,-0.97606711,-0.91612663,-0.93890828,-0.97574295,-0.90779643,-0.93216831,-0.93191721
uci_subject_21,standing,UCI_HAR,train,0.29310909,-0.0096737866,-0.091152247,-0.98701487,-0.94711596,-0.96157708,-0.98821546,-0.94740211,-0.95777512,-0.92926168
uci_subject_21,standing,UCI_HAR,train,0.2946778,-0.00040906593,-0.1086748,-0.9923293,-0.97063177,-0.98835616,-0.99323543,-0.96893983,-0.98839968,-0.92926168
uci_subject_21,standing,UCI_HAR,train,0.27830269,-0.0132252,-0.10928365,-0.99127436,-0.96049977,-0.98983932,-0.99150265,-0.9587416,-0.98923252,-0.93136701
uci_subject_21,standing,UCI_HAR,train,0.27636116,-0.018344869,-0.10685118,-0.99318743,-0.97937719,-0.99115069,-0.99306462,-0.97873013,-0.99078569,-0.93890719
uci_subject_21,standing,UCI_HAR,train,0.27852595,-0.01623821,-0.11268813,-0.99140644,-0.98529753,-0.98399283,-0.99254594,-0.98361356,-0.98467562,-0.93890719
uci_subject_21,standing,UCI_HAR,train,0.2685761,-0.020570437,-0.11915063,-0.99258135,-0.98576402,-0.98247191,-0.99404376,-0.9854446,-0.98290916,-0.93890358
uci_subject_21,standing,UCI_HAR,train,0.2759289,-0.018407527,-0.11387317,-0.9944658,-0.98128024,-0.98297104,-0.99497446,-0.98015333,-0.9835998,-0.93890358
uci_subject_21,standing,UCI_HAR,train,0.28324838,-0.013978407,-0.10438057,-0.99607056,-0.98417107,-0.97870949,-0.99655313,-0.98404632,-0.97832055,-0.93919278
uci_subject_21,standing,UCI_HAR,train,0.27811313,-0.014977822,-0.10514432,-0.99567718,-0.9878932,-0.97705769,-0.99632369,-0.9872184,-0.9763613,-0.93919278
uci_subject_21,standing,UCI_HAR,train,0.27239036,-0.019311935,-0.11593947,-0.99573876,-0.99091201,-0.98550349,-0.99637378,-0.99020274,-0.98426974,-0.94379133
uci_subject_21,standing,UCI_HAR,train,0.27227512,-0.01915751,-0.11294124,-0.99581991,-0.99172837,-0.98983353,-0.99664606,-0.99151982,-0.98822849,-0.94356583
uci_subject_21,standing,UCI_HAR,train,0.27611701,-0.017054904,-0.10744732,-0.99604542,-0.99170418,-0.99101825,-0.99670331,-0.99079867,-0.99024695,-0.94000283
uci_subject_21,standing,UCI_HAR,train,0.27990749,-0.016965879,-0.1097047,-0.99662773,-0.99422657,-0.99093866,-0.99730449,-0.99298841,-0.99039695,-0.94000283
uci_subject_21,standing,UCI_HAR,train,0.28298327,-0.013917096,-0.10331999,-0.99615658,-0.98871868,-0.99038654,-0.99645743,-0.98817404,-0.99030232,-0.93656977
uci_subject_21,standing,UCI_HAR,train,0.27898089,-0.01350966,-0.1080564,-0.99395571,-0.9896748,-0.9842343,-0.99450451,-0.98986088,-0.98438474,-0.93656977
uci_subject_21,sitting,UCI_HAR,train,0.24694235,0.0028695415,-0.1366572,-0.9558049,-0.85576699,-0.90430351,-0.96187643,-0.8916697,-0.89972658,-0.87375207
uci_subject_21,sitting,UCI_HAR,train,0.27552057,-0.0063160051,-0.10366285,-0.98324255,-0.98135716,-0.96158572,-0.98472631,-0.98113284,-0.96351741,-0.93815649
uci_subject_21,sitting,UCI_HAR,train,0.28437548,-0.010698779,-0.10581326,-0.99362221,-0.98483612,-0.98012678,-0.99411449,-0.98351365,-0.98073821,-0.93815649
uci_subject_21,sitting,UCI_HAR,train,0.27425948,-0.015223071,-0.11183721,-0.99400065,-0.99331981,-0.98718392,-0.99500925,-0.99418173,-0.98890452,-0.93699875
uci_subject_21,sitting,UCI_HAR,train,0.28171654,-0.01454762,-0.10260619,-0.99422845,-0.99252217,-0.98208234,-0.99501241,-0.99317227,-0.98322441,-0.93699875
uci_subject_21,sitting,UCI_HAR,train,0.28166328,-0.015788859,-0.10060058,-0.99672069,-0.99055455,-0.98187317,-0.99680208,-0.99123277,-0.98232463,-0.94215667
uci_subject_21,sitting,UCI_HAR,train,0.27457588,-0.016879932,-0.10917754,-0.99768922,-0.99420407,-0.98938504,-0.99803349,-0.99508471,-0.98963992,-0.94226286
uci_subject_21,sitting,UCI_HAR,train,0.27533356,-0.016230245,-0.10984216,-0.99641107,-0.99156043,-0.98877895,-0.99667891,-0.99144316,-0.98940557,-0.9426298
uci_subject_21,sitting,UCI_HAR,train,0.28001367,-0.015543383,-0.10552427,-0.9961135,-0.98868889,-0.9897432,-0.99603844,-0.9875629,-0.9903831,-0.94135688
uci_subject_21,sitting,UCI_HAR,train,0.27939111,-0.015784523,-0.10648324,-0.9974772,-0.99227807,-0.99281525,-0.9975088,-0.99150135,-0.99406711,-0.94135688
uci_subject_21,sitting,UCI_HAR,train,0.27924355,-0.0126881,-0.099680099,-0.99712456,-0.9907545,-0.98491734,-0.99745836,-0.99055702,-0.98421397,-0.9389961
uci_subject_21,sitting,UCI_HAR,train,0.28090925,-0.01212801,-0.10154821,-0.99755118,-0.98897626,-0.97797152,-0.99786042,-0.98895151,-0.97754222,-0.9389961
uci_subject_21,sitting,UCI_HAR,train,0.27719286,-0.01451172,-0.11613899,-0.99741458,-0.99138673,-0.97582098,-0.99738034,-0.99101682,-0.97380642,-0.94138221
uci_subject_21,sitting,UCI_HAR,train,0.27591318,-0.01482276,-0.11382028,-0.99590658,-0.9907731,-0.97104304,-0.99625924,-0.99116613,-0.96965866,-0.94074867
uci_subject_21,sitting,UCI_HAR,train,0.28017288,-0.01732449,-0.097870327,-0.99520247,-0.98587754,-0.97498669,-0.99568811,-0.98520481,-0.97605053,-0.94074867
uci_subject_21,sitting,UCI_HAR,train,0.28240662,-0.020195062,-0.098101992,-0.99541217,-0.98795858,-0.97722246,-0.99545026,-0.98842673,-0.97840658,-0.93935971
uci_subject_21,sitting,UCI_HAR,train,0.27799745,-0.016732803,-0.11137382,-0.99609105,-0.98503037,-0.9824552,-0.99624162,-0.9834689,-0.98469087,-0.93935971
uci_subject_21,sitting,UCI_HAR,train,0.27647214,-0.014828038,-0.10835806,-0.99746536,-0.98780641,-0.98822508,-0.99778919,-0.98669943,-0.98929557,-0.94339491
uci_subject_21,sitting,UCI_HAR,train,0.28081515,-0.016188153,-0.096953645,-0.99721023,-0.98913585,-0.99072923,-0.99734031,-0.98857864,-0.9914014,-0.94041598
uci_subject_21,sitting,UCI_HAR,train,0.27811857,-0.015702539,-0.10594292,-0.995081,-0.98576571,-0.9822483,-0.99575427,-0.98640513,-0.98080395,-0.933621
uci_subject_21,sitting,UCI_HAR,train,0.27548757,-0.014068682,-0.11558469,-0.99556829,-0.98697579,-0.99347623,-0.9966004,-0.98701607,-0.99332779,-0.933621
uci_subject_21,sitting,UCI_HAR,train,0.27796088,-0.015224168,-0.10823837,-0.99741838,-0.98797251,-0.98943333,-0.99785155,-0.98681636,-0.99091261,-0.93983083
uci_subject_21,sitting,UCI_HAR,train,0.27964929,-0.018096278,-0.10472732,-0.99758295,-0.99062606,-0.98820859,-0.99778392,-0.98929627,-0.98939541,-0.94136854
uci_subject_21,sitting,UCI_HAR,train,0.29189526,0.0013809609,-0.1317897,-0.96620557,-0.67566174,-0.79352015,-0.97728154,-0.71486439,-0.77035364,-0.84984913
uci_subject_21,sitting,UCI_HAR,train,0.28039214,0.0062768909,-0.1682349,-0.99419101,-0.89732962,-0.88034457,-0.99452161,-0.89106274,-0.85993932,-0.94096564
uci_subject_21,sitting,UCI_HAR,train,0.28158727,-0.0143157,-0.10222201,-0.99499075,-0.96897273,-0.9874733,-0.99493727,-0.96597972,-0.98842189,-0.94179723
uci_subject_21,sitting,UCI_HAR,train,0.2775001,-0.010909718,-0.097624059,-0.995518,-0.97985368,-0.98914441,-0.99625192,-0.98067286,-0.99095518,-0.93531634
uci_subject_21,sitting,UCI_HAR,train,0.27709444,-0.015744723,-0.10030816,-0.99105454,-0.98078597,-0.98532662,-0.99349131,-0.98119165,-0.98502371,-0.93179921
uci_subject_21,sitting,UCI_HAR,train,0.27680732,-0.0092772254,-0.11012354,-0.99087288,-0.97548364,-0.98457875,-0.99259099,-0.9762608,-0.98206014,-0.93179921
uci_subject_21,sitting,UCI_HAR,train,0.27630312,-0.014175997,-0.13125343,-0.99473505,-0.96636342,-0.96562049,-0.99491021,-0.96427928,-0.96449086,-0.94086621
uci_subject_21,sitting,UCI_HAR,train,0.27640823,-0.018228712,-0.12497457,-0.99638062,-0.97637227,-0.95891902,-0.99695385,-0.97688702,-0.95555239,-0.94348334
uci_subject_21,sitting,UCI_HAR,train,0.27947615,-0.014558831,-0.10099729,-0.99668785,-0.98716816,-0.98871088,-0.99680985,-0.98696361,-0.9882868,-0.93960078
uci_subject_21,sitting,UCI_HAR,train,0.27736149,-0.014893663,-0.097956093,-0.99500619,-0.98684413,-0.98509708,-0.99524404,-0.98641125,-0.9840068,-0.93953921
uci_subject_21,sitting,UCI_HAR,train,0.27598809,-0.010583458,-0.10759507,-0.9953327,-0.99007974,-0.9764736,-0.99615809,-0.98942182,-0.97515395,-0.93953921
uci_subject_21,sitting,UCI_HAR,train,0.27773337,-0.013004617,-0.12070958,-0.99638792,-0.98979523,-0.98674368,-0.9972879,-0.98996375,-0.98675651,-0.94049892
uci_subject_21,sitting,UCI_HAR,train,0.27898386,-0.018055862,-0.11425915,-0.99642943,-0.98798616,-0.97739477,-0.99696551,-0.98727421,-0.9774904,-0.94049892
uci_subject_21,sitting,UCI_HAR,train,0.27511619,-0.018390041,-0.10765364,-0.99427636,-0.98880198,-0.9793806,-0.99476582,-0.98840379,-0.98045655,-0.93985206
uci_subject_21,sitting,UCI_HAR,train,0.27577572,-0.017046858,-0.10574682,-0.99432553,-0.9845587,-0.98605111,-0.99497412,-0.98665219,-0.9843386,-0.93945864
